,DEPTH,TVD,GR,NPHI,PHIF,RHOB,RT,VP,AI
8306,1841.1444,917.7054,43.215,0.3175,0.3947,1.997,0.844,[1761.6868],[3518.0884]
8307,1841.2968,917.7288,44.104,0.3139,0.3949,1.999,0.841,[1765.7819],[3529.7979]
8308,1841.4492,917.7523,44.549,0.3139,0.3952,1.999,0.84,[1767.8397],[3533.9116]
8309,1841.6016,917.7757,46.174,0.3031,0.3936,1.998,0.84,[1767.8983],[3532.261]
8310,1841.754,917.7991,48.142,0.2923,0.3921,1.998,0.84,[1770.6014],[3537.6616]
8311,1841.9064,917.8225,48.169,0.2878,0.3906,1.997,0.828,[1767.0023],[3528.7036]
8312,1842.0588,917.8459,48.223,0.2878,0.3891,2.005,0.812,[1775.72],[3560.3188]
8313,1842.2112,917.8693,48.226,0.2918,0.3917,2.008,0.808,[1781.2849],[3576.8198]
8314,1842.3636,917.8928,48.553,0.2999,0.3943,2.01,0.8,[1789.7267],[3597.3506]
8315,1842.516,917.9161,48.553,0.3039,0.397,2.011,0.799,[1793.1605],[3606.0457]
8316,1842.6685,917.9396,47.65,0.3066,0.4022,1.99,0.802,[1768.3318],[3518.9802]
8317,1842.8208,917.963,47.691,0.3066,0.4075,1.98,0.802,[1757.9396],[3480.7205]
8318,1842.9731,917.9864,47.775,0.3164,0.4127,1.973,0.804,[1756.7261],[3466.0208]
8319,1843.1256,918.0098,47.816,0.3213,0.4109,1.97,0.805,[1756.644],[3460.5889]
8320,1843.278,918.0333,45.873,0.3251,0.4091,1.973,0.801,[1753.0842],[3458.8352]
8321,1843.4304,918.0566,43.897,0.3251,0.4073,1.976,0.799,[1747.121],[3452.311]
8322,1843.5828,918.0801,39.945,0.3282,0.4085,1.978,0.801,[1756.5137],[3474.384]
8323,1843.7352,918.1035,37.969,0.3314,0.4097,1.979,0.803,[1760.9635],[3484.9468]
8324,1843.8876,918.1269,39.096,0.3342,0.4109,1.976,0.808,[1761.2427],[3480.2153]
8325,1844.04,918.1503,40.447,0.3342,0.4121,1.974,0.815,[1760.4016],[3475.0327]
8326,1844.1924,918.1737,43.15,0.3285,0.4119,1.968,0.799,[1737.2169],[3418.843]
8327,1844.3448,918.1971,44.501,0.3228,0.4117,1.965,0.799,[1736.921],[3413.0498]
8328,1844.4972,918.2206,45.698,0.3174,0.4115,1.969,0.799,[1743.4877],[3432.9272]
8329,1844.6497,918.244,45.582,0.3174,0.4099,1.971,0.799,[1745.0651],[3439.5232]
8330,1844.802,918.2674,45.35,0.3174,0.4083,1.977,0.799,[1750.3372],[3460.4165]
8331,1844.9543,918.2908,45.117,0.344,0.4067,1.98,0.799,[1768.1918],[3501.0198]
8332,1845.1068,918.3142,45.001,0.3449,0.407,1.979,0.801,[1767.1302],[3497.1506]
8333,1845.2592,918.3376,45.553,0.3449,0.4073,1.976,0.805,[1766.5087],[3490.621]
8334,1845.4116,918.3611,46.173,0.3449,0.4076,1.974,0.806,[1767.2593],[3488.5698]
8335,1845.564,918.3845,47.413,0.3449,0.4079,1.976,0.809,[1775.11],[3507.6172]
8336,1845.7164,918.4079,48.033,0.3449,0.4059,1.979,0.808,[1781.1517],[3524.8992]
8337,1845.8688,918.432,48.055,0.3449,0.4038,1.984,0.807,[1786.5446],[3544.5044]
8338,1846.0212,918.4562,47.651,0.3449,0.4018,1.988,0.807,[1788.9142],[3556.3616]
8339,1846.1736,918.4803,46.843,0.3192,0.4046,1.987,0.806,[1768.8895],[3514.7834]
8340,1846.326,918.5045,46.439,0.3158,0.4075,1.985,0.806,[1762.8907],[3499.3381]
8341,1846.4784,918.5286,45.814,0.3158,0.4103,1.981,0.807,[1755.7678],[3478.176]
8342,1846.6307,918.5528,45.045,0.3158,0.4083,1.976,0.808,[1746.9205],[3451.9148]
8343,1846.7832,918.5769,43.506,0.3121,0.4063,1.975,0.81,[1736.5604],[3429.7068]
8344,1846.9355,918.6011,42.737,0.3114,0.4042,1.978,0.812,[1735.7618],[3433.337]
8345,1847.088,918.6252,41.474,0.3114,0.402,1.982,0.816,[1734.1503],[3437.086]
8346,1847.2404,918.6494,42.94,0.3114,0.3997,1.985,0.819,[1744.1031],[3462.0447]
8347,1847.3928,918.6735,45.871,0.3355,0.3974,1.991,0.827,[1778.2833],[3540.5623]
8348,1847.5452,918.6976,47.336,0.341,0.3952,1.994,0.83,[1791.5021],[3572.2551]
8349,1847.6976,918.7218,49.883,0.341,0.3972,1.998,0.833,[1807.5253],[3611.4355]
8350,1847.85,918.746,49.836,0.341,0.3992,1.999,0.831,[1808.3676],[3614.9268]
8351,1848.0024,918.7701,49.743,0.2835,0.4012,1.997,0.828,[1771.7339],[3538.1526]
8352,1848.1548,918.7943,49.65,0.2862,0.402,1.991,0.825,[1766.5541],[3517.2092]
8353,1848.3073,918.8184,49.612,0.2876,0.4028,1.988,0.825,[1764.0355],[3506.9026]
8354,1848.4596,918.8425,47.37,0.3232,0.4036,1.987,0.829,[1773.6962],[3524.3342]
8355,1848.6119,918.8667,46.25,0.3539,0.4039,1.986,0.832,[1785.6505],[3546.3018]
8356,1848.7644,918.8909,44.008,0.3489,0.4042,1.982,0.837,[1768.0824],[3504.3394]
8357,1848.9167,918.915,42.966,0.3464,0.4045,1.98,0.837,[1759.6664],[3484.1394]
8358,1849.0692,918.9391,43.439,0.3173,0.4048,1.98,0.84,[1744.615],[3454.3376]
8359,1849.2216,918.9633,43.675,0.2905,0.4032,1.98,0.841,[1729.8506],[3425.1042]
8360,1849.374,918.9874,44.148,0.2905,0.4016,1.985,0.844,[1737.3212],[3448.5825]
8361,1849.5264,919.0116,44.384,0.2905,0.4,1.989,0.844,[1742.639],[3466.109]
8362,1849.6788,919.0358,44.959,0.2801,0.399,1.991,0.842,[1741.2599],[3466.8486]
8363,1849.8312,919.0599,45.529,0.2768,0.398,1.991,0.841,[1741.9431],[3468.2087]
8364,1849.9836,919.084,46.668,0.2783,0.397,1.993,0.839,[1750.2094],[3488.1672]
8365,1850.136,919.1082,47.237,0.279,0.3974,1.993,0.838,[1753.2538],[3494.2349]
8366,1850.2885,919.1323,47.358,0.3205,0.3978,1.996,0.837,[1781.5651],[3556.004]
8367,1850.4408,919.1565,47.41,0.3619,0.3982,1.996,0.836,[1806.3589],[3605.4924]
8368,1850.5931,919.1806,47.514,0.369,0.3997,1.994,0.835,[1808.9315],[3607.0093]
8369,1850.7456,919.2048,47.566,0.369,0.4012,1.993,0.834,[1808.1124],[3603.568]
8370,1850.8979,919.2294,46.544,0.3498,0.4027,1.987,0.837,[1785.6387],[3548.064]
8371,1851.0504,919.254,44.476,0.3116,0.4042,1.987,0.842,[1753.4413],[3484.088]
8372,1851.2028,919.2786,43.442,0.311,0.4146,1.987,0.844,[1748.3042],[3473.8804]
8373,1851.3552,919.3033,42.084,0.314,0.4249,1.977,0.847,[1733.224],[3426.5837]
8374,1851.5076,919.3279,43.456,0.3169,0.4352,1.962,0.846,[1725.4302],[3385.294]
8375,1851.66,919.3525,46.198,0.3227,0.4442,1.94,0.844,[1718.2872],[3333.4773]
8376,1851.8124,919.3772,47.57,0.3256,0.4533,1.92,0.842,[1705.2101],[3274.0032]
8377,1851.9648,919.4018,47.845,0.3275,0.4624,1.89,0.841,[1675.9545],[3167.554]
8378,1852.1172,919.4265,47.231,0.3126,0.4641,1.887,0.841,[1661.1532],[3134.596]
8379,1852.2697,919.451,46.003,0.2908,0.4658,1.886,0.841,[1641.546],[3095.9558]
8380,1852.422,919.4757,45.389,0.2913,0.4674,1.884,0.841,[1636.895],[3083.9102]
8381,1852.5743,919.5003,45.978,0.293,0.4691,1.876,0.841,[1632.195],[3061.9978]
8382,1852.7268,919.525,47.023,0.2952,0.4689,1.875,0.841,[1637.274],[3069.889]
8383,1852.8792,919.5496,49.113,0.301,0.4687,1.874,0.841,[1649.3116],[3090.81]
8384,1853.0316,919.5742,50.158,0.3048,0.4685,1.874,0.841,[1656.3883],[3104.0715]
8385,1853.184,919.5988,50.305,0.291,0.4655,1.875,0.842,[1649.9751],[3093.7034]
8386,1853.3364,919.6235,49.573,0.277,0.4624,1.88,0.844,[1643.591],[3089.951]
8387,1853.4888,919.6481,48.111,0.2596,0.4594,1.882,0.847,[1628.6637],[3065.145]
8388,1853.6412,919.6727,47.38,0.2548,0.4394,1.884,0.849,[1624.5554],[3060.6624]
8389,1853.7936,919.6973,46.403,0.244,0.4194,1.902,0.85,[1632.6359],[3105.2734]
8390,1853.946,919.722,46.111,0.2427,0.3994,1.91,0.848,[1638.9591],[3130.4119]
8391,1854.0984,919.7466,45.526,0.2489,0.4,1.973,0.846,[1706.4064],[3366.7397]
8392,1854.2509,919.7712,44.942,0.2523,0.4006,1.999,0.844,[1733.1935],[3464.6538]
8393,1854.4032,919.7958,44.933,0.251,0.4012,1.997,0.844,[1730.2694],[3455.348]
8394,1854.5555,919.8205,44.265,0.2501,0.4018,1.985,0.839,[1713.9679],[3402.2263]
8395,1854.708,919.8451,43.931,0.2527,0.4036,1.984,0.837,[1712.9048],[3398.403]
8396,1854.8604,919.8698,43.263,0.2594,0.4055,1.988,0.834,[1718.0065],[3415.397]
8397,1855.0128,919.8944,42.966,0.2588,0.4073,1.984,0.834,[1712.0514],[3396.71]
8398,1855.1652,919.919,43.81,0.2515,0.4099,1.975,0.832,[1702.1249],[3361.6968]
8399,1855.3176,919.9437,44.232,0.2461,0.4125,1.974,0.832,[1699.8251],[3355.4546]
8400,1855.47,919.9683,45.076,0.2424,0.4152,1.966,0.831,[1754.5205],[3449.3872]
8401,1855.6224,919.9929,45.499,0.2488,0.416,1.965,0.831,[1697.7716],[3336.1213]
8402,1855.7748,920.0175,45.967,0.2923,0.4168,1.965,0.831,[1725.6593],[3390.9207]
8403,1855.9272,920.0427,46.119,0.2959,0.4176,1.965,0.831,[1728.4911],[3396.485]
8404,1856.0796,920.0677,46.424,0.4151,0.4239,1.965,0.831,[1800.4978],[3537.9783]
8405,1856.2321,920.0929,46.473,0.4187,0.4303,1.965,0.831,[1802.8595],[3542.619]
8406,1856.3844,920.118,46.331,0.432,0.4367,1.952,0.834,[1796.3143],[3506.4055]
8407,1856.5367,920.1431,46.331,0.4487,0.443,1.944,0.836,[1797.7411],[3494.8086]
8408,1856.6892,920.1683,46.862,0.463,0.4469,1.917,0.839,[1711.9967],[3281.8977]
8409,1856.8416,920.1934,46.543,0.4446,0.4507,1.909,0.84,[1700.0621],[3245.4187]
8410,1856.994,920.2186,46.231,0.4032,0.4545,1.9,0.843,[1723.7843],[3275.1902]
8411,1857.1464,920.2437,46.218,0.3792,0.4568,1.899,0.846,[1708.4711],[3244.3867]
8412,1857.2988,920.2688,46.197,0.3754,0.459,1.901,0.851,[1708.2374],[3247.3594]
8413,1857.4512,920.2939,45.135,0.3793,0.4612,1.901,0.854,[1705.6344],[3242.4111]
8414,1857.6036,920.319,45.445,0.3844,0.4588,1.898,0.852,[1706.9176],[3239.7295]
8415,1857.756,920.3442,46.305,0.3849,0.4564,1.884,0.848,[1696.4152],[3196.0461]
8416,1857.9084,920.3693,45.137,0.3844,0.4539,1.873,0.842,[1679.1261],[3145.0032]
8417,1858.0608,920.3944,46.729,0.3437,0.4515,1.871,0.842,[1660.338],[3106.4924]
8418,1858.2133,920.4196,47.47,0.3409,0.4325,1.912,0.842,[1705.3422],[3260.614]
8419,1858.3656,920.4447,48.214,0.3172,0.4135,1.983,0.854,[1769.8123],[3509.5378]
8420,1858.5179,920.4698,48.101,0.3043,0.3945,1.991,0.857,[1770.1133],[3524.2957]
8421,1858.6704,920.4949,47.885,0.2965,0.4117,1.999,0.856,[1772.9591],[3544.1453]
8422,1858.8228,920.5201,47.581,0.2956,0.4289,1.997,0.851,[1768.9037],[3532.5007]
8423,1858.9752,920.5452,46.903,0.2998,0.4461,1.937,0.842,[1704.8322],[3302.26]
8424,1859.1276,920.5703,46.14,0.2996,0.4497,1.909,0.847,[1671.6392],[3191.1592]
8425,1859.28,920.5955,45.363,0.2993,0.4533,1.9,0.847,[1658.3734],[3150.9094]
8426,1859.4324,920.6206,45.016,0.2992,0.457,1.898,0.847,[1654.6002],[3140.4312]
8427,1859.5848,920.6457,45.351,0.2983,0.4579,1.896,0.847,[1653.5066],[3135.0486]
8428,1859.7372,920.6708,45.819,0.2985,0.4588,1.896,0.847,[1655.7877],[3139.3735]
8429,1859.8896,920.696,46.925,0.3023,0.4597,1.895,0.847,[1662.0885],[3149.6577]
8430,1860.042,920.7211,47.363,0.3037,0.4606,1.894,0.846,[1663.8846],[3151.3977]
8431,1860.1945,920.7462,48.011,0.3135,0.4642,1.891,0.838,[1669.5067],[3157.0374]
8432,1860.3468,920.7714,48.011,0.3167,0.4679,1.888,0.838,[1668.2347],[3149.6272]
8433,1860.4991,920.7964,47.669,0.3766,0.4715,1.88,0.835,[1805.8055],[3394.9143]
8434,1860.6516,920.8216,45.771,0.4006,0.4715,1.871,0.849,[1814.6488],[3395.208]
8435,1860.804,920.8467,44.39,0.3929,0.4715,1.871,0.852,[1807.2743],[3381.4104]
8436,1860.9564,920.8724,44.745,0.3775,0.4715,1.869,0.854,[1803.3864],[3370.529]
8437,1861.1088,920.8979,44.761,0.364,0.4703,1.87,0.854,[1799.0994],[3364.316]
8438,1861.2612,920.9236,45.552,0.3612,0.4691,1.872,0.857,[1804.7225],[3378.4404]
8439,1861.4136,920.9492,45.734,0.3619,0.4679,1.875,0.857,[1809.604],[3393.0076]
8440,1861.566,920.9749,46.676,0.3707,0.4667,1.878,0.857,[1822.7697],[3423.1614]
8441,1861.7184,921.0005,46.788,0.3708,0.4614,1.882,0.857,[1826.9227],[3438.2686]
8442,1861.8708,921.0261,47.446,0.3658,0.4562,1.89,0.864,[1830.4932],[3459.632]
8443,1862.0232,921.0518,47.564,0.3581,0.4509,1.891,0.871,[1829.8536],[3460.2532]
8444,1862.1755,921.0773,47.713,0.3524,0.4422,1.903,0.881,[1830.6094],[3483.6497]
8445,1862.328,921.103,47.553,0.3385,0.4335,1.914,0.881,[1824.893],[3492.8452]
8446,1862.4803,921.1286,48.331,0.3295,0.4248,1.932,0.88,[1723.7156],[3330.2185]
8447,1862.6328,921.1542,49.237,0.3302,0.4188,1.937,0.879,[1733.6017],[3357.9866]
8448,1862.7852,921.1799,48.546,0.3356,0.4127,1.957,0.861,[1754.7365],[3434.0193]
8449,1862.9376,921.2055,48.255,0.3369,0.4067,1.96,0.861,[1757.3335],[3444.3738]
8450,1863.09,921.2311,47.166,0.3419,0.4029,1.976,0.888,[1772.1904],[3501.8481]
8451,1863.2424,921.2567,46.934,0.3395,0.3991,1.978,0.892,[1771.8124],[3504.645]
8452,1863.3948,921.2823,46.551,0.3349,0.3953,1.987,0.896,[1776.8397],[3530.5806]
8453,1863.5472,921.308,46.061,0.3126,0.3915,1.994,0.902,[1768.7709],[3526.929]
8454,1863.6996,921.3336,45.527,0.2874,0.3875,2.005,0.906,[1763.0131],[3534.8413]
8455,1863.8521,921.3593,45.798,0.2823,0.3834,2.011,0.91,[1767.5975],[3554.6384]
8456,1864.0044,921.3849,46.096,0.2822,0.3794,2.015,0.914,[1773.1598],[3572.9172]
8457,1864.1567,921.4105,46.119,0.2987,0.3778,2.024,0.922,[1792.6086],[3628.2397]
8458,1864.3092,921.4361,46.373,0.309,0.3762,2.025,0.925,[1800.955],[3646.9338]
8459,1864.4615,921.4617,47.622,0.3222,0.3745,2.031,0.925,[1820.9637],[3698.3772]
8460,1864.614,921.4874,47.374,0.3274,0.3742,2.031,0.925,[1822.902],[3702.3137]
8461,1864.7664,921.513,46.593,0.3111,0.3739,2.031,0.922,[1809.6024],[3675.3022]
8462,1864.9188,921.5386,46.519,0.3096,0.3736,2.033,0.899,[1810.4982],[3680.7427]
8463,1865.0712,921.5643,46.715,0.3164,0.3733,2.033,0.886,[1815.4445],[3690.7986]
8464,1865.2236,921.5899,45.76,0.3173,0.3703,2.035,0.894,[1813.6813],[3690.8416]
8465,1865.376,921.6155,46.844,0.3247,0.3673,2.042,0.911,[1830.5553],[3737.9941]
8466,1865.5284,921.6411,47.467,0.3299,0.3642,2.043,0.914,[1837.5986],[3754.2139]
8467,1865.6808,921.6667,48.594,0.328,0.3632,2.051,0.918,[1850.2299],[3794.8218]
8468,1865.8333,921.6924,48.412,0.327,0.3622,2.052,0.922,[1849.8568],[3795.9062]
8469,1865.9856,921.7185,50.232,0.3219,0.3612,2.056,0.922,[1860.4276],[3825.039]
8470,1866.1379,921.7446,50.981,0.3214,0.3622,2.055,0.922,[1862.7211],[3827.8918]
8471,1866.2904,921.7708,50.236,0.356,0.3632,2.051,0.911,[1874.497],[3844.5935]
8472,1866.4427,921.7969,50.466,0.3535,0.3642,2.05,0.902,[1873.0121],[3839.6748]
8473,1866.5952,921.823,50.059,0.3413,0.365,2.051,0.895,[1864.9408],[3824.994]
8474,1866.7476,921.8491,50.475,0.3328,0.3658,2.049,0.892,[1859.6925],[3810.51]
8475,1866.9,921.8752,49.969,0.3125,0.3665,2.045,0.892,[1841.0123],[3764.8704]
8476,1867.0524,921.9014,51.036,0.3007,0.3673,2.043,0.892,[1837.6464],[3754.3115]
8477,1867.2048,921.9276,49.525,0.3006,0.3673,2.044,0.892,[1831.196],[3742.9646]
8478,1867.3572,921.9536,48.772,0.2965,0.3673,2.044,0.896,[1825.3514],[3731.018]
8479,1867.5096,921.9798,48.866,0.2963,0.3673,2.044,0.896,[1825.7289],[3731.7896]
8480,1867.662,922.0059,50.476,0.2952,0.3681,2.043,0.893,[1832.0823],[3742.944]
8481,1867.8145,922.032,50.805,0.3003,0.3689,2.042,0.891,[1835.018],[3747.1067]
8482,1867.9668,922.0582,51.673,0.3209,0.3697,2.04,0.889,[1848.5885],[3771.1204]
8483,1868.1191,922.0843,52.045,0.3348,0.3695,2.04,0.889,[1858.574],[3791.4907]
8484,1868.2716,922.1104,51.443,0.3686,0.3693,2.04,0.885,[1875.8478],[3826.7295]
8485,1868.424,922.1365,50.95,0.3726,0.3691,2.041,0.885,[1877.0004],[3830.9575]
8486,1868.5764,922.1627,50.891,0.3414,0.3683,2.041,0.88,[1858.195],[3792.5757]
8487,1868.7288,922.1888,50.981,0.3365,0.3676,2.041,0.878,[1855.7025],[3787.4885]
8488,1868.8812,922.2149,51.183,0.3242,0.3668,2.043,0.873,[1851.4722],[3782.5576]
8489,1869.0336,922.241,53.115,0.3236,0.3661,2.044,0.871,[1861.1716],[3804.2346]
8490,1869.186,922.2672,53.02,0.3166,0.3651,2.046,0.855,[1859.3606],[3804.2517]
8491,1869.3384,922.2933,52.983,0.3109,0.364,2.046,0.851,[1856.3501],[3798.0923]
8492,1869.4908,922.3194,53.721,0.2988,0.363,2.049,0.844,[1857.8772],[3806.7905]
8493,1869.6432,922.3455,53.827,0.2916,0.3604,2.053,0.844,[1859.8834],[3818.3406]
8494,1869.7957,922.3717,53.678,0.2834,0.3578,2.057,0.851,[1860.1007],[3826.227]
8495,1869.948,922.3978,53.778,0.2806,0.3552,2.06,0.862,[1862.9971],[3837.774]
8496,1870.1003,922.4239,55.186,0.2959,0.3536,2.062,0.868,[1880.2355],[3877.0457]
8497,1870.2528,922.4501,54.459,0.304,0.3521,2.066,0.874,[1885.5958],[3895.6409]
8498,1870.4052,922.4762,54.04,0.3051,0.3506,2.066,0.875,[1884.0157],[3892.3765]
8499,1870.5576,922.5023,53.943,0.3076,0.3491,2.071,0.868,[1891.0717],[3916.4097]
8500,1870.71,922.5284,53.938,0.3147,0.3519,2.073,0.868,[1897.0973],[3932.6826]
8501,1870.8624,922.5546,52.603,0.329,0.3547,2.075,0.874,[1899.944],[3942.3838]
8502,1871.0148,922.5812,51.809,0.3301,0.3576,2.068,0.873,[1887.6241],[3903.607]
8503,1871.1672,922.6078,50.928,0.3219,0.3556,2.06,0.874,[1868.9982],[3850.1362]
8504,1871.3196,922.6345,50.358,0.318,0.3535,2.056,0.874,[1859.1355],[3822.3826]
8505,1871.472,922.6611,51.226,0.2978,0.3515,2.063,0.891,[1862.3473],[3842.0225]
8506,1871.6244,922.6877,51.157,0.2878,0.3529,2.067,0.892,[1862.081],[3848.9214]
8507,1871.7769,922.7143,52.08,0.2723,0.3543,2.069,0.885,[1861.6047],[3851.6602]
8508,1871.9292,922.7409,52.715,0.2723,0.3558,2.068,0.885,[1863.567],[3853.8567]
8509,1872.0815,922.7675,53.668,0.2625,0.3579,2.064,0.868,[1858.511],[3835.9666]
8510,1872.234,922.7942,53.816,0.261,0.36,2.06,0.865,[1853.4833],[3818.1755]
8511,1872.3864,922.8208,54.257,0.3138,0.3621,2.057,0.862,[1878.093],[3863.2373]
8512,1872.5388,922.8474,54.901,0.3138,0.3642,2.054,0.861,[1877.5844],[3856.558]
8513,1872.6912,922.874,53.58,0.2983,0.364,2.049,0.868,[1856.9143],[3804.8174]
8514,1872.8436,922.9007,53.429,0.2827,0.3638,2.047,0.868,[1845.9056],[3778.5686]
8515,1872.996,922.9273,51.772,0.2797,0.3636,2.048,0.866,[1837.2728],[3762.7349]
8516,1873.1484,922.9539,51.996,0.2823,0.3636,2.049,0.865,[1840.9552],[3772.1172]
8517,1873.3008,922.9805,50.844,0.2876,0.3636,2.05,0.861,[1838.9946],[3769.939]
8518,1873.4532,923.0072,50.331,0.3039,0.3636,2.049,0.864,[1843.2059],[3776.729]
8519,1873.6056,923.0338,50.276,0.316,0.3636,2.049,0.864,[1848.9193],[3788.4358]
8520,1873.7581,923.0604,52.841,0.3211,0.3636,2.05,0.871,[1865.7153],[3824.7163]
8521,1873.9104,923.087,53.014,0.3256,0.3636,2.051,0.875,[1870.08],[3835.5342]
8522,1874.0627,923.1136,54.3,0.331,0.3636,2.051,0.881,[1855.0079],[3804.6216]
8523,1874.2152,923.1403,54.991,0.3372,0.3651,2.05,0.883,[1855.451],[3803.6746]
8524,1874.3676,923.1669,55.728,0.3395,0.3665,2.047,0.885,[1851.6115],[3790.2485]
8525,1874.52,923.1935,53.873,0.3406,0.3679,2.047,0.885,[1850.4489],[3787.8687]
8526,1874.6724,923.2202,50.163,0.3058,0.3685,2.042,0.889,[1834.7352],[3746.5295]
8527,1874.8248,923.2468,48.307,0.3014,0.3691,2.041,0.896,[1822.4363],[3719.5923]
8528,1874.9772,923.2734,48.289,0.304,0.3697,2.04,0.896,[1822.8317],[3718.5764]
8529,1875.1296,923.3,48.289,0.3053,0.3697,2.04,0.893,[1823.6039],[3720.1519]
8530,1875.282,923.3267,48.683,0.3794,0.3697,2.04,0.9,[1869.4451],[3813.668]
8531,1875.4344,923.3533,49.077,0.4049,0.3697,2.041,0.9,[1887.4922],[3852.3713]
8532,1875.5868,923.3799,49.864,0.4049,0.3717,2.043,0.9,[1893.293],[3867.9976]
8533,1875.7393,923.4066,50.019,0.371,0.3736,2.041,0.901,[1871.7263],[3820.193]
8534,1875.8916,923.4332,48.706,0.338,0.3756,2.036,0.892,[1840.6991],[3747.6633]
8535,1876.0439,923.4597,48.049,0.3219,0.3776,2.033,0.887,[1824.8944],[3710.0103]
8536,1876.1964,923.4863,46.761,0.3064,0.377,2.026,0.882,[1802.2722],[3651.4036]
8537,1876.3488,923.5129,46.198,0.3064,0.3764,2.023,0.882,[1796.4784],[3634.276]
8538,1876.5012,923.5394,46.198,0.3344,0.3758,2.023,0.882,[1813.0896],[3667.8804]
8539,1876.6536,923.566,49.542,0.3198,0.3794,2.03,0.878,[1827.3748],[3709.5708]
8540,1876.806,923.5926,51.213,0.3016,0.383,2.033,0.877,[1827.5214],[3715.3508]
8541,1876.9584,923.6191,51.174,0.3042,0.3867,2.03,0.874,[1825.6863],[3706.143]
8542,1877.1108,923.6457,50.159,0.3064,0.3848,2.025,0.88,[1816.9541],[3679.3323]
8543,1877.2632,923.6722,48.129,0.3103,0.383,2.015,0.891,[1799.2396],[3625.468]
8544,1877.4156,923.6989,47.114,0.3106,0.3812,2.012,0.892,[1791.53],[3604.5586]
8545,1877.568,923.7254,47.222,0.3121,0.3794,2.017,0.907,[1798.2296],[3627.029]
8546,1877.7203,923.752,48.02,0.3122,0.3717,2.02,0.914,[1805.1715],[3646.4465]
8547,1877.8728,923.7786,49.616,0.3137,0.364,2.026,0.9,[1819.8365],[3686.9888]
8548,1878.0251,923.8051,50.414,0.3144,0.3564,2.034,0.897,[1832.4799],[3727.264]
8549,1878.1776,923.8317,48.395,0.3148,0.3568,2.052,0.896,[1842.5607],[3780.9346]
8550,1878.33,923.8582,46.365,0.3147,0.3572,2.054,0.896,[1835.1776],[3769.4546]
8551,1878.4824,923.8848,42.304,0.3071,0.3576,2.069,0.896,[1856.0968],[3840.2644]
8552,1878.6348,923.9114,40.274,0.2996,0.3606,2.067,0.896,[1850.0759],[3824.1067]
8553,1878.7872,923.9379,42.024,0.3016,0.3636,2.044,0.901,[1823.1437],[3726.5056]
8554,1878.9396,923.9645,43.997,0.303,0.3667,2.042,0.906,[1804.4701],[3684.728]
8555,1879.092,923.9911,47.945,0.3149,0.3661,2.043,0.916,[1830.9062],[3740.5415]
8556,1879.2444,924.0176,49.918,0.3268,0.3655,2.047,0.921,[1851.4025],[3789.8208]
8557,1879.3969,924.0442,51.256,0.3383,0.3648,2.05,0.921,[1867.6603],[3828.7034]
8558,1879.5492,924.0708,51.714,0.3249,0.3642,2.05,0.92,[1861.8801],[3816.8542]
8559,1879.7015,924.0974,52.482,0.2982,0.3653,2.049,0.919,[1851.2948],[3793.303]
8560,1879.854,924.1239,52.682,0.291,0.3663,2.047,0.918,2150.5696,4402.215930419922
8561,1880.0063,924.1505,52.765,0.2742,0.3673,2.047,0.916,2162.0193,4425.653480712891
8562,1880.1588,924.1771,50.344,0.2406,0.3675,2.044,0.911,2174.5293,4444.7378828125
8563,1880.3112,924.2036,49.134,0.2388,0.3677,2.041,0.908,2187.628,4464.948604492188
8564,1880.4636,924.2302,47.442,0.2548,0.3679,2.041,0.904,2201.0605,4492.364576171874
8565,1880.616,924.2567,49.817,0.2628,0.3679,2.041,0.902,2214.6973,4520.197119140625
8566,1880.7684,924.2833,50.847,0.2683,0.3679,2.045,0.896,2227.936,4556.129191894531
8567,1880.9208,924.3099,50.251,0.2683,0.3679,2.045,0.896,2241.4814,4583.829555664062
8568,1881.0732,924.3354,51.327,0.2665,0.3679,2.042,0.896,2255.2131,4605.145221191406
8569,1881.2256,924.361,51.714,0.2663,0.3671,2.042,0.896,2269.2144,4633.735713867187
8570,1881.3781,924.3866,49.766,0.2558,0.3663,2.046,0.897,2283.1921,4671.411115722656
8571,1881.5304,924.4122,47.818,0.2543,0.3655,2.049,0.897,2297.1858,4706.933685791016
8572,1881.6827,924.4377,43.923,0.2793,0.3648,2.048,0.899,2308.4714,4727.7495
8573,1881.8352,924.4633,43.237,0.286,0.3642,2.046,0.9,2318.777,4744.21794580078
8574,1881.9875,924.4889,42.338,0.2887,0.3636,2.045,0.893,2327.353,4759.436940917969
8575,1882.14,924.5145,41.889,0.2866,0.3594,2.045,0.892,[2035.6359],[4162.8755]
8576,1882.2924,924.54,43.088,0.293,0.3552,2.054,0.874,[2054.9695],[4220.907]
8577,1882.4448,924.5656,44.702,0.2948,0.3509,2.056,0.873,[2071.532],[4259.07]
8578,1882.5972,924.5912,47.929,0.2979,0.3506,2.07,0.869,[2088.2563],[4322.6904]
8579,1882.7496,924.6168,48.73,0.2723,0.3503,2.071,0.868,[2089.6948],[4327.7583]
8580,1882.902,924.6423,46.163,0.2462,0.35,2.072,0.851,[2090.7627],[4332.0605]
8581,1883.0544,924.6679,43.595,0.2584,0.3497,2.073,0.881,[2111.654],[4377.459]
8582,1883.2068,924.6934,43.509,0.263,0.3529,2.074,0.897,[2129.626],[4416.844]
8583,1883.3593,924.7191,44.776,0.282,0.3562,2.069,0.928,[2155.2107],[4459.131]
